seed,regime,round,placement,mean_gap,open_capacity
1021,R3,6,0.3916666666666666,0.5323845195297869,13
1022,R0,1,0.1833333333333333,0.4929785035904516,38
1022,R0,2,0.3916666666666666,0.4924503285088824,13
1022,R0,3,0.475,0.492094498081227,3
1022,R0,4,0.4833333333333333,0.4916268008060745,2
1022,R0,5,0.4833333333333333,0.4912438314324098,2
1022,R0,6,0.4833333333333333,0.4908839449000712,2
1022,R1,1,0.1666666666666666,0.4928949093972852,40
1022,R1,2,0.2583333333333333,0.4923412175314085,29
1022,R1,3,0.3416666666666667,0.4919539132596335,19
1022,R1,4,0.3833333333333333,0.4914512352372056,14
1022,R1,5,0.4166666666666667,0.4909933500345827,10
1022,R1,6,0.4416666666666666,0.4906627366957128,7
1022,R2,1,0.1666666666666666,0.4922700316826219,40
1022,R2,2,0.2916666666666667,0.4883386720927095,25
1022,R2,3,0.3416666666666667,0.4870163950163444,19
1022,R2,4,0.375,0.4870374430826072,15
1022,R2,5,0.4166666666666667,0.4858824886640371,10
1022,R2,6,0.4416666666666666,0.4857789166121048,7
1022,R3,1,0.1583333333333333,0.4902389247085955,41
1022,R3,2,0.325,0.4868504875603367,21
1022,R3,3,0.3583333333333333,0.4877611613601715,17
1022,R3,4,0.3916666666666666,0.4857009013654536,13
1022,R3,5,0.4083333333333333,0.484617972411642,11
1022,R3,6,0.425,0.4794019190592215,9
1023,R0,1,0.2,0.5147765567755141,36
1023,R0,2,0.3166666666666666,0.5141481574470527,22
1023,R0,3,0.3833333333333333,0.5136618283927722,14
1023,R0,4,0.4416666666666666,0.5133633347616212,7
1023,R0,5,0.4583333333333333,0.5128531224158331,5
1023,R0,6,0.4666666666666667,0.512306326947286,4
1023,R1,1,0.1583333333333333,0.514972332762877,41
1023,R1,2,0.3166666666666666,0.5141374276537217,22
1023,R1,3,0.375,0.5136425940178364,15
1023,R1,4,0.4083333333333333,0.5130636359817976,11
1023,R1,5,0.425,0.5123021006182191,9
1023,R1,6,0.45,0.5118526472573157,6
1023,R2,1,0.1666666666666666,0.5183047485406315,40
1023,R2,2,0.3,0.5131212316636795,24
1023,R2,3,0.3583333333333333,0.5119928389495092,17
1023,R2,4,0.3833333333333333,0.5118905401915225,14
1023,R2,5,0.4083333333333333,0.5146814065355003,11
1023,R2,6,0.4083333333333333,0.5124020425145923,11
1023,R3,1,0.1666666666666666,0.5179104738964138,40
1023,R3,2,0.2833333333333333,0.5127574581757184,26
1023,R3,3,0.3666666666666666,0.5145877599488138,16
1023,R3,4,0.4,0.5097410594855596,12
1023,R3,5,0.4166666666666667,0.5085386409927863,10
1023,R3,6,0.4416666666666666,0.5069827790213577,7
1024,R0,1,0.1833333333333333,0.5117876358179061,38
1024,R0,2,0.3333333333333333,0.5111893002348559,20
1024,R0,3,0.375,0.5105689778140916,15
1024,R0,4,0.425,0.5100695182258094,9
1024,R0,5,0.425,0.509563800807548,9
1024,R0,6,0.425,0.5092147788671272,9
1024,R1,1,0.175,0.5116523927000456,39
1024,R1,2,0.3083333333333333,0.5110503419377642,23
1024,R1,3,0.35,0.5104079937008416,18
1024,R1,4,0.3916666666666666,0.5099803788016026,13
1024,R1,5,0.4083333333333333,0.5094609738395555,11
1024,R1,6,0.4333333333333333,0.509111879727551,8
1024,R2,1,0.1666666666666666,0.5099454598688676,40
1024,R2,2,0.275,0.5095753495479123,27
1024,R2,3,0.325,0.5085188324661161,21
1024,R2,4,0.3583333333333333,0.5060163459553756,17
1024,R2,5,0.3666666666666666,0.5032793869213736,16
1024,R2,6,0.375,0.502559861756378,15
1024,R3,1,0.1583333333333333,0.5113007629546663,41
1024,R3,2,0.2666666666666666,0.5121233049375398,28
1024,R3,3,0.3416666666666667,0.5105010625605828,19
1024,R3,4,0.3833333333333333,0.5115902813523273,14
1024,R3,5,0.4,0.5144635771512495,12
1024,R3,6,0.4,0.5111017038977131,12
1025,R0,1,0.2,0.50085373094814,36
1025,R0,2,0.3166666666666666,0.4999007429512515,22
1025,R0,3,0.3833333333333333,0.4992665626458394,14
1025,R0,4,0.4166666666666667,0.4988354253396299,10
1025,R0,5,0.4666666666666667,0.4983069901660705,4
1025,R0,6,0.4666666666666667,0.4978863235509317,4
1025,R1,1,0.1916666666666666,0.5009345239677887,37
1025,R1,2,0.2833333333333333,0.5001779116607086,26
1025,R1,3,0.35,0.4995240510179498,18
1025,R1,4,0.4,0.4986168730689471,12
1025,R1,5,0.4166666666666667,0.4982507742833519,10
1025,R1,6,0.425,0.4977493349640949,9
1025,R2,1,0.1583333333333333,0.5001418400425509,41
1025,R2,2,0.2666666666666666,0.4977262287875243,28
1025,R2,3,0.35,0.4994930510690444,18
1025,R2,4,0.4166666666666667,0.5018943566375443,10
1025,R2,5,0.4333333333333333,0.4999233259010193,8
1025,R2,6,0.45,0.5024519706753634,6
1025,R3,1,0.1416666666666666,0.4968780361649761,43
1025,R3,2,0.2833333333333333,0.4930889927477352,26
1025,R3,3,0.325,0.4912344374710473,21
1025,R3,4,0.4,0.4943254465036596,12
1025,R3,5,0.4083333333333333,0.4950911104789692,11
1025,R3,6,0.4166666666666667,0.4938006402937253,10
1026,R0,1,0.2,0.5249186735477055,36
1026,R0,2,0.35,0.5242418636722552,18
1026,R0,3,0.4166666666666667,0.5236833309833061,10
1026,R0,4,0.4333333333333333,0.5231085240752081,8
1026,R0,5,0.4666666666666667,0.5228175442454057,4
1026,R0,6,0.4666666666666667,0.5222648552972396,4
1026,R1,1,0.1583333333333333,0.5249666358542217,41
1026,R1,2,0.275,0.5241437982940903,27
1026,R1,3,0.3333333333333333,0.5238177434929798,20
1026,R1,4,0.3416666666666667,0.5233850505379052,19
1026,R1,5,0.3666666666666666,0.522863435198818,16
1026,R1,6,0.3833333333333333,0.522286147391642,14
1026,R2,1,0.1583333333333333,0.5242423656583034,41
1026,R2,2,0.2666666666666666,0.5216385594331859,28
1026,R2,3,0.3583333333333333,0.5242672504911521,17
1026,R2,4,0.3666666666666666,0.5227751627837234,16
1026,R2,5,0.3833333333333333,0.5163055964544533,14
1026,R2,6,0.3916666666666666,0.5178594295269187,13
1026,R3,1,0.1583333333333333,0.5211537510378234,41
1026,R3,2,0.25,0.513177028301016,30
1026,R3,3,0.3,0.5122279021101928,24
1026,R3,4,0.3416666666666667,0.5121242221607423,19
1026,R3,5,0.3583333333333333,0.5115891418569566,17
1026,R3,6,0.3666666666666666,0.5091291607462382,16
1027,R0,1,0.2083333333333333,0.5119246126302154,35
1027,R0,2,0.3833333333333333,0.5114015444311578,14
1027,R0,3,0.425,0.5109321588425667,9
1027,R0,4,0.45,0.5104149967830854,6
1027,R0,5,0.4666666666666667,0.5100507585520283,4
1027,R0,6,0.475,0.509839937563127,3
1027,R1,1,0.1583333333333333,0.5119072681653904,41
1027,R1,2,0.3,0.5113421296237303,24
1027,R1,3,0.375,0.5108686643493865,15
1027,R1,4,0.4333333333333333,0.5102845308668115,8
1027,R1,5,0.4583333333333333,0.5098608592958844,5
1027,R1,6,0.4583333333333333,0.5090532875508107,5
1027,R2,1,0.175,0.5120518075242647,39
1027,R2,2,0.2916666666666667,0.5101822982774211,25
1027,R2,3,0.3666666666666666,0.5119742040102282,16
1027,R2,4,0.4083333333333333,0.510392944942382,11
1027,R2,5,0.45,0.5100847522030996,6
1027,R2,6,0.4583333333333333,0.5094631167006333,5
1027,R3,1,0.2,0.5105073819667832,36
1027,R3,2,0.35,0.5049638397220854,18
1027,R3,3,0.4083333333333333,0.5058434041553639,11
1027,R3,4,0.4166666666666667,0.502875004040613,10
1027,R3,5,0.4416666666666666,0.4998657029895695,7
1027,R3,6,0.4583333333333333,0.503179143017168,5
1028,R0,1,0.225,0.5465386975770673,33
1028,R0,2,0.3666666666666666,0.5460826467813931,16
1028,R0,3,0.4166666666666667,0.5454522198720795,10
1028,R0,4,0.4333333333333333,0.5448204176074787,8
1028,R0,5,0.4333333333333333,0.5445407437901143,8
1028,R0,6,0.4583333333333333,0.5438549234539634,5
1028,R1,1,0.1416666666666666,0.5462555917914866,43
1028,R1,2,0.2583333333333333,0.5455251717444877,29
1028,R1,3,0.3416666666666667,0.5449627596554224,19
1028,R1,4,0.35,0.5443132052447198,18
1028,R1,5,0.3833333333333333,0.5435408700811846,14
1028,R1,6,0.3833333333333333,0.5429401375991847,14
1028,R2,1,0.15,0.542103581321555,42
1028,R2,2,0.275,0.5445351826675375,27
1028,R2,3,0.325,0.5467339031061191,21
1028,R2,4,0.3666666666666666,0.544993003240392,16
1028,R2,5,0.3916666666666666,0.5370504388375429,13
1028,R2,6,0.4,0.5404568470281156,12
1028,R3,1,0.1666666666666666,0.5456705311372885,40
1028,R3,2,0.3166666666666666,0.5436731834194913,22
1028,R3,3,0.35,0.5367428618611868,18
1028,R3,4,0.4,0.5347472614023929,12
1028,R3,5,0.4333333333333333,0.5296176961609679,8
1028,R3,6,0.45,0.5272026258419937,6
1029,R0,1,0.1833333333333333,0.5326714282744962,38
1029,R0,2,0.3583333333333333,0.5322133799467167,17
1029,R0,3,0.4,0.5316863992768263,12
1029,R0,4,0.4583333333333333,0.5313827672766301,5
1029,R0,5,0.475,0.5311042402712062,3
1029,R0,6,0.4833333333333333,0.5308153339916735,2
1029,R1,1,0.1583333333333333,0.5324503287093084,41
1029,R1,2,0.275,0.5319629423105672,27
1029,R1,3,0.3416666666666667,0.5313543956902317,19
1029,R1,4,0.3833333333333333,0.5307353801481481,14
1029,R1,5,0.425,0.5302195542070443,9
1029,R1,6,0.4583333333333333,0.5296721307636522,5
1029,R2,1,0.175,0.5287034093086495,39
1029,R2,2,0.2833333333333333,0.5290210387939666,26
1029,R2,3,0.3583333333333333,0.5266551857306124,17
1029,R2,4,0.3916666666666666,0.5235962261631271,13
1029,R2,5,0.4,0.526786965440701,12
1029,R2,6,0.4416666666666666,0.5256256775468839,7
1029,R3,1,0.1583333333333333,0.5345761652321603,41
1029,R3,2,0.2833333333333333,0.5289893977399145,26
1029,R3,3,0.35,0.5241523981986039,18
1029,R3,4,0.3916666666666666,0.5201525600058498,13
1029,R3,5,0.4,0.520162223824242,12
1029,R3,6,0.4333333333333333,0.5179604624368742,8
1030,R0,1,0.1833333333333333,0.5145845007159837,38
1030,R0,2,0.3166666666666666,0.5138353985496981,22
1030,R0,3,0.3916666666666666,0.5132836459787055,13
1030,R0,4,0.4166666666666667,0.512729515782749,10
1030,R0,5,0.4166666666666667,0.5122814648793066,10
1030,R0,6,0.4333333333333333,0.5116625241467262,8
1030,R1,1,0.1666666666666666,0.5146487500951766,40
1030,R1,2,0.2916666666666667,0.5141463198971045,25
1030,R1,3,0.35,0.5135653223274576,18
1030,R1,4,0.3666666666666666,0.5131321336675619,16
1030,R1,5,0.375,0.5126917777449627,15
1030,R1,6,0.4083333333333333,0.5122562399621672,11
1030,R2,1,0.175,0.5126056453334127,39
1030,R2,2,0.2916666666666667,0.509161093392421,25
1030,R2,3,0.3416666666666667,0.5086921086025528,19
1030,R2,4,0.375,0.5073087426979404,15
1030,R2,5,0.4083333333333333,0.5053155984407628,11
1030,R2,6,0.4166666666666667,0.5048394650165104,10
1030,R3,1,0.1666666666666666,0.5088266574723658,40
1030,R3,2,0.3166666666666666,0.506649087701642,22
1030,R3,3,0.375,0.5032141844821966,15
1030,R3,4,0.4,0.5039816139289215,12
1030,R3,5,0.4166666666666667,0.5020385587300226,10
1030,R3,6,0.425,0.5022629697493444,9
1031,R0,1,0.2083333333333333,0.5012624705090116,35
1031,R0,2,0.3666666666666666,0.5006307771179415,16
1031,R0,3,0.4166666666666667,0.5001161110064214,10
1031,R0,4,0.4416666666666666,0.4997379122378137,7
1031,R0,5,0.45,0.499230172321476,6
1031,R0,6,0.4666666666666667,0.498871744255438,4
1031,R1,1,0.175,0.5014748347332075,39
1031,R1,2,0.3083333333333333,0.5008326657866103,23
1031,R1,3,0.3666666666666666,0.5002609760866985,16
1031,R1,4,0.3916666666666666,0.4997281866687906,13
1031,R1,5,0.4,0.4991593819782715,12
1031,R1,6,0.4166666666666667,0.4985897685701442,10
1031,R2,1,0.1916666666666666,0.4995074803564893,37
1031,R2,2,0.3083333333333333,0.4937037781123184,23
1031,R2,3,0.3583333333333333,0.4915082944010004,17
1031,R2,4,0.3833333333333333,0.4938749898728973,14
1031,R2,5,0.4166666666666667,0.4947305108880145,10
1031,R2,6,0.425,0.4905082867630034,9
1031,R3,1,0.2,0.5017631863802022,36
1031,R3,2,0.3083333333333333,0.5007836262203396,23
1031,R3,3,0.375,0.4978123092137466,15
1031,R3,4,0.425,0.4958244564116676,9
1031,R3,5,0.425,0.4970468224414451,9
1031,R3,6,0.4333333333333333,0.4943231005639046,8
1032,R0,1,0.2,0.513984191504732,36
1032,R0,2,0.35,0.5134522043785942,18
1032,R0,3,0.3833333333333333,0.5126421977466382,14
1032,R0,4,0.425,0.5120588168448084,9
1032,R0,5,0.4416666666666666,0.511547226697884,7
1032,R0,6,0.4583333333333333,0.5113036685681845,5
1032,R1,1,0.1916666666666666,0.5141498881644794,37
1032,R1,2,0.2916666666666667,0.5135550532610265,25
1032,R1,3,0.35,0.513138296200552,18
1032,R1,4,0.3833333333333333,0.5127178316087648,14
1032,R1,5,0.4083333333333333,0.5123219486688998,11
1032,R1,6,0.425,0.5119096466750848,9
1032,R2,1,0.2083333333333333,0.5121134103852952,35
1032,R2,2,0.3166666666666666,0.5080290088135223,22
1032,R2,3,0.3583333333333333,0.5079799488005394,17
1032,R2,4,0.375,0.5070888824437255,15
1032,R2,5,0.4083333333333333,0.5061295975374781,11
1032,R2,6,0.425,0.5039421503949859,9
1032,R3,1,0.1833333333333333,0.517282917924351,38
1032,R3,2,0.3333333333333333,0.5110436271159722,20
1032,R3,3,0.35,0.5104391139715996,18
1032,R3,4,0.3833333333333333,0.5069182007574597,14
1032,R3,5,0.4,0.5109388329886109,12
1032,R3,6,0.4,0.5055849012184435,12
1033,R0,1,0.2,0.5004211004574779,36
1033,R0,2,0.375,0.5000317486901847,15
1033,R0,3,0.4166666666666667,0.499744513919626,10
1033,R0,4,0.4333333333333333,0.4992139510537329,8
1033,R0,5,0.4416666666666666,0.4988297797316631,7
1033,R0,6,0.45,0.4983679988799479,6
1033,R1,1,0.2,0.5005077446834839,36
1033,R1,2,0.3166666666666666,0.4998865602303325,22
1033,R1,3,0.3583333333333333,0.4993361028643445,17
1033,R1,4,0.3916666666666666,0.4988554761267829,13
1033,R1,5,0.4166666666666667,0.4984510370478927,10
1033,R1,6,0.4166666666666667,0.4980881356887361,10
1033,R2,1,0.1833333333333333,0.5016541400887623,38
1033,R2,2,0.3166666666666666,0.5031112000797208,22
1033,R2,3,0.3666666666666666,0.5121846557680525,16
1033,R2,4,0.3916666666666666,0.5078164521780927,13
1033,R2,5,0.3916666666666666,0.5064735038486277,13
1033,R2,6,0.4333333333333333,0.505161552851216,8
1033,R3,1,0.2,0.4999823613660332,36
1033,R3,2,0.325,0.4984997478055026,21
1033,R3,3,0.3916666666666666,0.4998980919721468,13
1033,R3,4,0.4083333333333333,0.4959537824202715,11
1033,R3,5,0.4166666666666667,0.4952435307751829,10
1033,R3,6,0.4166666666666667,0.4953492414237989,10
1034,R0,1,0.2,0.5130890798684423,36
1034,R0,2,0.3833333333333333,0.5126137826105714,14
1034,R0,3,0.45,0.5121102225715275,6
1034,R0,4,0.4583333333333333,0.5115265412770957,5
1034,R0,5,0.475,0.5110784256371699,3
1034,R0,6,0.475,0.5107275417162244,3
1034,R1,1,0.1666666666666666,0.5130206444918665,40
1034,R1,2,0.3083333333333333,0.5125270131427083,23
1034,R1,3,0.3666666666666666,0.5120987453654517,16
1034,R1,4,0.425,0.5112784524812864,9
1034,R1,5,0.45,0.5108657501045559,6
1034,R1,6,0.45,0.510291346873483,6
1034,R2,1,0.175,0.5121691177313451,39
1034,R2,2,0.3083333333333333,0.5089143283320494,23
1034,R2,3,0.3916666666666666,0.5100156692644473,13
1034,R2,4,0.425,0.5133174682969116,9
1034,R2,5,0.4333333333333333,0.5117281875126657,8
1034,R2,6,0.4416666666666666,0.5157867785321302,7
1034,R3,1,0.175,0.5160238545169727,39
1034,R3,2,0.3166666666666666,0.515057674821362,22
1034,R3,3,0.3833333333333333,0.5140173384096766,14
1034,R3,4,0.425,0.5100605293112135,9
1034,R3,5,0.4333333333333333,0.5055610875228403,8
1034,R3,6,0.4583333333333333,0.5059491068792199,5
1035,R0,1,0.2083333333333333,0.4869230120621868,35
1035,R0,2,0.3833333333333333,0.4862578410243978,14
1035,R0,3,0.4,0.485600865046793,12
1035,R0,4,0.4416666666666666,0.4850231157967919,7
1035,R0,5,0.45,0.4844143143313875,6
1035,R0,6,0.4583333333333333,0.4840052166959556,5
1035,R1,1,0.1833333333333333,0.4865452913475875,38
1035,R1,2,0.2833333333333333,0.4859542800813159,26
1035,R1,3,0.325,0.4851418311974632,21
1035,R1,4,0.3583333333333333,0.4845744494470644,17
1035,R1,5,0.3916666666666666,0.4839251809851697,13
1035,R1,6,0.4083333333333333,0.4835922914324401,11
1035,R2,1,0.1583333333333333,0.4837554420982936,41
1035,R2,2,0.2666666666666666,0.4860930613467849,28
1035,R2,3,0.3583333333333333,0.4817843401119869,17
1035,R2,4,0.3666666666666666,0.4775371997515132,16
1035,R2,5,0.4083333333333333,0.4770443385808146,11
1035,R2,6,0.4333333333333333,0.4728116446254761,8
1035,R3,1,0.15,0.4867025345170823,42
1035,R3,2,0.275,0.4840294360741554,27
1035,R3,3,0.325,0.4810770604214445,21
1035,R3,4,0.375,0.4783657321101879,15
1035,R3,5,0.3916666666666666,0.4760906777658736,13
1035,R3,6,0.4166666666666667,0.4735120856278161,10
1036,R0,1,0.2083333333333333,0.522986629023226,35
1036,R0,2,0.3666666666666666,0.5222845392601851,16
1036,R0,3,0.4333333333333333,0.5219041269811371,8
1036,R0,4,0.45,0.5213617611237905,6
1036,R0,5,0.4583333333333333,0.520932836004202,5
1036,R0,6,0.4666666666666667,0.5201009345035256,4
1036,R1,1,0.1916666666666666,0.5231168985587769,37
1036,R1,2,0.3083333333333333,0.5224978207656992,23
1036,R1,3,0.35,0.521923661739245,18
1036,R1,4,0.4,0.5213270431719568,12
1036,R1,5,0.425,0.5209586678991867,9
1036,R1,6,0.425,0.5202056159320112,9
1036,R2,1,0.1416666666666666,0.5203159091387215,43
1036,R2,2,0.2666666666666666,0.5150507294098625,28
1036,R2,3,0.35,0.5192495470410338,18
1036,R2,4,0.4,0.5093141769901781,12
1036,R2,5,0.4083333333333333,0.5119675010426551,11
1036,R2,6,0.4333333333333333,0.5118417946274483,8
1036,R3,1,0.1583333333333333,0.5182825379151207,41
1036,R3,2,0.2666666666666666,0.5138157216619509,28
1036,R3,3,0.3333333333333333,0.5170820849406508,20
1036,R3,4,0.3583333333333333,0.511453366823573,17
1036,R3,5,0.3916666666666666,0.5098981358980638,13
1036,R3,6,0.4,0.5067311216232611,12
1037,R0,1,0.2083333333333333,0.490246842621289,35
1037,R0,2,0.3416666666666667,0.4896994858824229,19
1037,R0,3,0.3916666666666666,0.4890170173019177,13
1037,R0,4,0.4,0.48867977056676,12
1037,R0,5,0.4416666666666666,0.4881033706635856,7
1037,R0,6,0.45,0.487550729113588,6
1037,R1,1,0.1833333333333333,0.4903434722096255,38
1037,R1,2,0.2916666666666667,0.4899247572246359,25
1037,R1,3,0.3416666666666667,0.4893655295775254,19
1037,R1,4,0.4,0.488872666721332,12
1037,R1,5,0.4166666666666667,0.488422825760427,10
1037,R1,6,0.4166666666666667,0.4879617994560601,10
1037,R2,1,0.1833333333333333,0.4911987281338523,38
1037,R2,2,0.325,0.4868282649822434,21
1037,R2,3,0.3666666666666666,0.4873721459739644,16
1037,R2,4,0.3833333333333333,0.4864820397886997,14
1037,R2,5,0.4083333333333333,0.4828185917998407,11
1037,R2,6,0.4166666666666667,0.4828034315998302,10
1037,R3,1,0.1583333333333333,0.4870020308897583,41
1037,R3,2,0.3,0.4817071942962563,24
1037,R3,3,0.3416666666666667,0.4767567095813498,19
1037,R3,4,0.3666666666666666,0.4728730734068134,16
1037,R3,5,0.3833333333333333,0.472288970935441,14
1037,R3,6,0.4166666666666667,0.4707231080591462,10
1038,R0,1,0.2416666666666666,0.5031534972712511,31
1038,R0,2,0.4,0.5026271259297937,12
1038,R0,3,0.45,0.5021925419651933,6
1038,R0,4,0.4666666666666667,0.5019310103923277,4
1038,R0,5,0.4666666666666667,0.5016067081661919,4
1038,R0,6,0.4666666666666667,0.5012633573991213,4
1038,R1,1,0.1833333333333333,0.5029368381158014,38
1038,R1,2,0.3166666666666666,0.5024713470812752,22
1038,R1,3,0.3916666666666666,0.501929263206631,13
1038,R1,4,0.4166666666666667,0.5015460797799048,10
1038,R1,5,0.425,0.501204984366771,9
1038,R1,6,0.45,0.5006436387569964,6
1038,R2,1,0.1916666666666666,0.5048533194515955,37
1038,R2,2,0.3166666666666666,0.501242746484961,22
1038,R2,3,0.3583333333333333,0.5018023933576952,17
1038,R2,4,0.3833333333333333,0.4983285451411738,14
1038,R2,5,0.4,0.4975429721792265,12
1038,R2,6,0.425,0.4974797039863857,9
1038,R3,1,0.1666666666666666,0.4983349884513889,40
1038,R3,2,0.3333333333333333,0.5016381087829848,20
1038,R3,3,0.375,0.4988950083719515,15
1038,R3,4,0.4,0.498302976475638,12
1038,R3,5,0.4333333333333333,0.501525515138548,8
1038,R3,6,0.4333333333333333,0.4959932469738563,8
1039,R0,1,0.2,0.4938947528147288,36
1039,R0,2,0.3833333333333333,0.4932072028899302,14
1039,R0,3,0.425,0.4928375899903444,9
1039,R0,4,0.45,0.4923304952625656,6
1039,R0,5,0.4833333333333333,0.4919661251005296,2
1039,R0,6,0.4916666666666666,0.4913694338246661,1
1039,R1,1,0.1833333333333333,0.4941849021671665,38
1039,R1,2,0.3,0.4936189374983719,24
1039,R1,3,0.3666666666666666,0.4932291217073015,16
1039,R1,4,0.4083333333333333,0.4926199836295987,11
1039,R1,5,0.4166666666666667,0.4920467921676635,10
1039,R1,6,0.425,0.4913937558665905,9
1039,R2,1,0.1833333333333333,0.4928791090739741,38
1039,R2,2,0.3166666666666666,0.4947984345359163,22
1039,R2,3,0.375,0.4922352969473982,15
1039,R2,4,0.4,0.4902548965440487,12
1039,R2,5,0.4083333333333333,0.4905016022545595,11
1039,R2,6,0.425,0.4869476354158054,9
1039,R3,1,0.2,0.4915553739703752,36
1039,R3,2,0.3333333333333333,0.4873944072398979,20
1039,R3,3,0.3833333333333333,0.4803702059731908,14
1039,R3,4,0.4166666666666667,0.4796713843760845,10
1039,R3,5,0.4333333333333333,0.4761496174482461,8
1039,R3,6,0.4416666666666666,0.4733018997844481,7
