seed,regime,round,placement,mean_gap,open_capacity
1013,R3,3,0.3666666666666666,0.5123941478274568,16
1013,R3,4,0.425,0.5079453493443292,9
1013,R3,5,0.4333333333333333,0.50463749099651,8
1013,R3,6,0.45,0.5026360978579267,6
1014,R0,1,0.1833333333333333,0.5006322058427476,38
1014,R0,2,0.3583333333333333,0.5000303626178121,17
1014,R0,3,0.4166666666666667,0.4995478341107885,10
1014,R0,4,0.425,0.499097959015819,9
1014,R0,5,0.4416666666666666,0.4987057163713805,7
1014,R0,6,0.45,0.4980961293121691,6
1014,R1,1,0.1666666666666666,0.5007516044481232,40
1014,R1,2,0.2916666666666667,0.5001253144512137,25
1014,R1,3,0.325,0.4996525293400758,21
1014,R1,4,0.3833333333333333,0.4989823709783839,14
1014,R1,5,0.4,0.498484322294028,12
1014,R1,6,0.4166666666666667,0.4978635233565596,10
1014,R2,1,0.175,0.5021718424346038,39
1014,R2,2,0.275,0.5070072691708394,27
1014,R2,3,0.3666666666666666,0.5043018115092586,16
1014,R2,4,0.425,0.5092119520684254,9
1014,R2,5,0.45,0.507772606692315,6
1014,R2,6,0.45,0.5112966597194196,6
1014,R3,1,0.1583333333333333,0.4993851849499182,41
1014,R3,2,0.2916666666666667,0.4974652974030297,25
1014,R3,3,0.3583333333333333,0.5017816877244409,17
1014,R3,4,0.4083333333333333,0.5063914796789178,11
1014,R3,5,0.425,0.5047640363166299,9
1014,R3,6,0.4333333333333333,0.5024353999800055,8
1015,R0,1,0.225,0.5198678832204384,33
1015,R0,2,0.375,0.5193066013173246,15
1015,R0,3,0.45,0.5188659160532232,6
1015,R0,4,0.475,0.5184215412086017,3
1015,R0,5,0.4916666666666666,0.5179615889516211,1
1015,R0,6,0.4916666666666666,0.5176244967223809,1
1015,R1,1,0.175,0.5199497761711286,39
1015,R1,2,0.3083333333333333,0.5192784031345493,23
1015,R1,3,0.3583333333333333,0.5186531681728098,17
1015,R1,4,0.375,0.5181367753347296,15
1015,R1,5,0.4,0.5175074179286145,12
1015,R1,6,0.4083333333333333,0.5168374590172448,11
1015,R2,1,0.1833333333333333,0.5180695939094764,38
1015,R2,2,0.325,0.5203583962294988,21
1015,R2,3,0.3833333333333333,0.5162756241125573,14
1015,R2,4,0.425,0.5162130762065085,9
1015,R2,5,0.4333333333333333,0.5155376524184048,8
1015,R2,6,0.4333333333333333,0.5150288531416874,8
1015,R3,1,0.1583333333333333,0.5206328225110942,41
