contrast,metric,n,mean_diff,ci_low,ci_high,boot_low,boot_high,cohen_dz,mcse
R1-R0,aggregate_fit_per_capacity,40,-0.02378446514183138,-0.030708833554386986,-0.016860096729275777,-0.030373904892651914,-0.017306577505847916,-1.0985321009587812,0.0034233447848916816
R1-R0,total_realized_fit,40,-1.427067908509883,-1.842530013263219,-1.011605803756547,-1.8224342935591147,-1.0383946503508747,-1.0985321009587816,0.20540068709350084
R1-R0,welfare_vacancy_penalty_0p55,40,-4.218317908509883,-5.13136653270803,-3.305269284311737,-5.089036465119502,-3.359688956588602,-1.4775593332805665,0.45140293811253784
R2-R1,aggregate_fit_per_capacity,40,0.0030152282749086393,-0.00423979661400783,0.01027025316382511,-0.003786654217039263,0.01004883262274729,0.13291708847778255,0.003586818340384212
R2-R1,total_realized_fit,40,0.1809136964945183,-0.25438779684046997,0.6162151898295065,-0.2271992530223554,0.6029299573648371,0.1329170884777825,0.21520910042305275
R2-R1,welfare_vacancy_penalty_0p55,40,0.16716369649451793,-0.7744427587788225,1.1087701517678583,-0.7335619748601699,1.0567923580966756,0.05677695120576756,0.4655216701404026
R3-R2,aggregate_fit_per_capacity,40,0.0018314252678715657,-0.005051468822414403,0.008714319358157535,-0.004600367930426644,0.008622534290461637,0.08509766508795753,0.0034028402570576016
R3-R2,total_realized_fit,40,0.10988551607229428,-0.303088129344864,0.5228591614894526,-0.2760220758255981,0.5173520574276993,0.08509766508795774,0.2041704154234562
R3-R2,welfare_vacancy_penalty_0p55,40,0.19238551607229448,-0.7241452019660356,1.1089162341106245,-0.692523932985289,1.0833749518083906,0.06713127207314416,0.45312445364696297
