seed,regime,placement_rate,ground_truth_fit,search_rounds,applications_per_hire,fill_rate,vacancy_duration,credential_sensitivity,investment_alignment,mean_step_gap_reduction,total_gap_reduction,evidence_conversion,task_acceptance,realized_gain,evidence_opportunity_gap,scenario
1017,R1,0.43333333333333335,0.6424364414070977,1.9038461538461537,5.711538461538462,0.8666666666666667,2.6,0.14947934843813046,0.07912087912087912,0.0008949160460636547,0.0033932233413246906,0.0,0.0,0.010219789799981106,0.23333333333333334,baseline_discount
1018,R0,0.475,0.5451457812013873,1.9824561403508771,5.947368421052632,0.95,2.1333333333333333,0.2068728904153337,0.0967741935483871,0.0009784106069011204,0.0035385850282923857,0.0,0.0,0.010849176071005027,0.16666666666666663,baseline_discount
1018,R1,0.4583333333333333,0.5718989735486901,2.018181818181818,6.054545454545455,0.9166666666666666,2.2666666666666666,0.18221584123650938,0.09417040358744394,0.0009584326560468194,0.003562174704974012,0.0,0.0,0.010723760996757046,0.23333333333333334,baseline_discount
1019,R0,0.48333333333333334,0.5949634712540184,2.0,6.0,0.9666666666666667,2.0,0.1529300316367624,0.06976744186046512,0.0008512618315792607,0.0030503548964923508,0.0,0.0,0.010622343419721668,0.16666666666666663,baseline_discount
1019,R1,0.425,0.6245958212735615,2.215686274509804,6.647058823529412,0.85,3.0,0.1484959489134118,0.09243697478991597,0.0009379806357679555,0.0037206565218795566,0.0,0.0,0.010446546321671963,0.2,baseline_discount
1000,R0,0.4583333333333333,0.6273469241457474,1.8,5.4,0.9166666666666666,2.2,0.19486802527648425,0.07142857142857142,0.0008883767774057529,0.0032129626782841396,0.0,0.0,0.010576261669438564,-0.06666666666666665,half_discount
1000,R1,0.425,0.6516401794273516,1.8235294117647058,5.470588235294118,0.85,2.7666666666666666,0.18834169849012858,0.09429824561403509,0.0007822548490020794,0.002972568426207902,0.0,0.0,0.010185123549863756,0.0,half_discount
1001,R0,0.4666666666666667,0.5606816464331352,2.0,6.0,0.9333333333333333,2.3,0.2444593164826396,0.05,0.0006771491016532256,0.0024828800393951606,0.0,0.0,0.010830045290025151,0.26666666666666666,half_discount
1001,R1,0.43333333333333335,0.5983741390556786,2.3461538461538463,7.038461538461538,0.8666666666666667,3.066666666666667,0.22532420873521422,0.06276150627615062,0.000980926514296867,0.003907357281949188,0.0,0.0,0.010423829472610838,0.36666666666666664,half_discount
1002,R0,0.45,0.5608471797154229,1.9259259259259258,5.777777777777778,0.9,2.3,0.17838439791216906,0.07847533632286996,0.0008578814897587239,0.0031884595369365905,0.0,0.0,0.010528370845554379,-0.033333333333333326,half_discount
1002,R1,0.425,0.5993295554358894,2.2745098039215685,6.823529411764706,0.85,3.066666666666667,0.1796445422261104,0.08350730688935282,0.000830647946437908,0.003315669719531316,0.0,0.0,0.01057359890559138,0.033333333333333326,half_discount
1003,R0,0.48333333333333334,0.5512257415895493,2.0172413793103448,6.051724137931035,0.9666666666666667,2.1,0.24530114272858014,0.10904872389791183,0.0008462426421970284,0.0030394214898909937,0.0,0.0,0.01040540086560327,0.26666666666666666,half_discount
1003,R1,0.375,0.6258254250514816,2.022222222222222,6.066666666666666,0.75,3.3,0.2336675170384259,0.07459677419354839,0.0008341373542763212,0.003447767731008794,0.0,0.0,0.010129087704045883,0.2,half_discount
1004,R0,0.4583333333333333,0.5840010340405011,1.8363636363636364,5.509090909090909,0.9166666666666666,2.2,0.2506578499432745,0.07110091743119266,0.0008339316658381693,0.003029951719212015,0.0,0.0,0.010584845488260637,0.1333333333333333,half_discount
1004,R1,0.4,0.635795559457576,2.25,6.75,0.8,3.3333333333333335,0.2452025543041068,0.08536585365853659,0.0007938847477666287,0.0032549274658431773,0.0,0.0,0.011059268116140292,0.033333333333333326,half_discount
1005,R0,0.4583333333333333,0.5494793997563223,1.9272727272727272,5.781818181818182,0.9166666666666666,2.2333333333333334,0.23588582134893757,0.05442176870748299,0.0007347953534694168,0.002700372924000107,0.0,0.0,0.010404875692055822,0.1333333333333333,half_discount
1005,R1,0.4166666666666667,0.5681137761052831,2.34,7.02,0.8333333333333334,3.066666666666667,0.24436868013611385,0.07392197125256673,0.0007316615366931331,0.0029693264030796317,0.0,0.0,0.01076665025914519,0.36666666666666664,half_discount
1006,R0,0.45,0.5500441205685955,2.0925925925925926,6.277777777777778,0.9,2.6666666666666665,0.2379479801533866,0.07912087912087912,0.0008052323107737314,0.0030531725116837317,0.0,0.0,0.010455361431495757,0.26666666666666666,half_discount
1006,R1,0.4166666666666667,0.5714131785540462,2.04,6.12,0.8333333333333334,2.966666666666667,0.24592709947257385,0.059322033898305086,0.0007024138236081781,0.002762827706192168,0.0,0.0,0.010369331345374062,0.3,half_discount
1007,R0,0.44166666666666665,0.5580797225461842,1.8113207547169812,5.433962264150943,0.8833333333333333,2.4,0.19663174160531652,0.0651685393258427,0.0009045795955201903,0.0033544826667207058,0.0,0.0,0.011475110841041318,0.06666666666666665,half_discount
